,Open,High,Low,Close,Volume
2026-01-05,97.0,97.07264397959146,96.92735602040854,97.0,46077747.0
2026-01-06,97.0,96.85297728931192,96.83522952903101,96.84410340917147,8120632.0
2026-01-07,96.84410340917147,96.86289301412923,96.75625319219311,96.80957310316117,64901753.0
2026-01-08,96.80957310316117,96.7756531438421,96.71644994823708,96.7460515460396,30004997.0
2026-01-09,96.7460515460396,96.91879106702788,96.7971961823319,96.85799362467989,18145072.0
2026-01-12,96.85799362467989,97.05066573382587,96.70001354688358,96.87533964035472,37480067.0
2026-01-13,96.87533964035472,96.8610286726537,96.71147458727208,96.78625162996289,54312061.0
2026-01-14,96.78625162996289,96.87038380294501,96.72677515038785,96.79857947666643,31783879.0
2026-01-15,96.79857947666643,96.74640673456949,96.70979469608204,96.72810071532577,16887076.0
2026-01-16,96.72810071532577,96.62579565645161,96.5953595341751,96.61057759531336,25047070.0
2026-01-19,96.61057759531336,96.589203257823,96.39169685020433,96.49045005401366,48302116.0
2026-01-20,96.49045005401366,96.86833168175949,96.59734158857347,96.73283663516648,51759871.0
2026-01-21,96.73283663516648,96.89844671748263,96.72385528863946,96.81115100306104,78587564.0
2026-01-22,96.81115100306104,96.8402835720983,96.81085304157035,96.82556830683433,5104490.0
2026-01-23,96.82556830683433,96.91807205745249,96.85872332282037,96.88839769013643,14838535.0
2026-01-26,96.88839769013643,97.08493730351053,96.93394560200021,97.00944145275537,13025063.0
2026-01-27,97.00944145275537,97.22476086278749,96.93403114399317,97.07939600339033,50325600.0
2026-01-28,97.07939600339033,97.24009911043794,97.10022996336156,97.17016453689975,25422556.0
2026-01-29,97.17016453689975,97.34165276292867,97.0231574336716,97.18240509830014,12189828.0
2026-01-30,97.18240509830014,97.40709599019863,97.27183296899955,97.33946447959909,56486683.0
2026-02-02,97.33946447959909,97.4746936587476,97.35453040345449,97.41461203110104,30726004.0
2026-02-03,97.41461203110104,97.33063468061806,97.15627620940595,97.243455445012,27132903.0
2026-02-04,97.243455445012,97.22216642046168,97.15738212597897,97.18977427322032,56084854.0
2026-02-05,97.18977427322032,96.96935807755574,96.94360577912951,96.95648192834263,79589334.0
2026-02-06,96.95648192834263,97.28826875032239,97.26598508531556,97.27712691781898,36690015.0
2026-02-09,97.27712691781898,97.47731415713213,97.35863620490028,97.4179751810162,61462259.0
2026-02-10,97.4179751810162,97.41341304933526,97.23269179377972,97.32305242155749,65424518.0
2026-02-11,97.32305242155749,97.4614255424402,97.23768682129597,97.34955618186808,40664093.0
2026-02-12,97.34955618186808,97.31079088413736,97.22324480758172,97.26701784585954,64130930.0
2026-02-13,97.26701784585954,97.55386853090977,97.43359429606807,97.49373141348892,45055176.0
2026-02-16,97.49373141348892,97.37796360117568,97.30936962237723,97.34366661177646,25066172.0
2026-02-17,97.34366661177646,97.45374207364479,97.33668498051144,97.39521352707811,13780077.0
2026-02-18,97.39521352707811,97.38873637218114,97.2393676388933,97.31405200553722,23356665.0
2026-02-19,97.31405200553722,97.5222863851244,97.33318092197655,97.42773365355048,35606144.0
2026-02-20,97.42773365355048,97.49420706731587,97.44998032350455,97.47209369541021,70084152.0
