,Open,High,Low,Close,Volume
2026-01-05,250.0,250.3009885151852,249.6990114848148,250.0,5033349.0
2026-01-06,250.0,254.3575240700403,251.69541344140157,253.02646875572094,28687290.0
2026-01-07,253.02646875572094,255.09356759118862,253.98633373232957,254.5399506617591,36337309.0
2026-01-08,254.5399506617591,256.6619076756543,254.9346374627058,255.79827256918003,23680041.0
2026-01-09,255.79827256918003,263.360211183671,249.17632218250944,256.26826668309025,8299492.0
2026-01-12,256.26826668309025,265.66280637975836,256.9699564662181,261.31638142298823,24576162.0
2026-01-13,261.31638142298823,271.2350380842477,258.21542962444227,264.725233854345,59568342.0
2026-01-14,264.725233854345,270.7293933333371,267.8571817355523,269.2932875344447,30465797.0
2026-01-15,269.2932875344447,280.84276016771975,266.5702560294647,273.7065080985922,41483075.0
2026-01-16,273.7065080985922,281.95147108266286,273.73108294497644,277.84127701381965,63020155.0
2026-01-19,277.84127701381965,285.64351970986803,271.5579137144103,278.60071671213916,62692680.0
2026-01-20,278.60071671213916,277.736560765946,273.75093979698033,275.7437502814632,67554800.0
2026-01-21,275.7437502814632,279.01958753593334,272.4485887422251,275.73408813907923,32732364.0
2026-01-22,275.73408813907923,275.5042179082531,274.8175434020513,275.1608806551522,58381498.0
2026-01-23,275.1608806551522,273.41092613486546,270.6614214735383,272.0361738042019,64199283.0
2026-01-26,272.0361738042019,266.77056365973795,262.3742010791725,264.5723823694552,47148268.0
2026-01-27,264.5723823694552,265.83617170013963,252.31813998613356,259.0771558431366,10556255.0
2026-01-28,259.0771558431366,262.69076506655625,254.52031109854866,258.60553808255247,45626563.0
2026-01-29,258.60553808255247,256.44632842514505,253.6549605625617,255.05064449385338,50786500.0
2026-01-30,255.05064449385338,265.68491846396813,258.071366166062,261.87814231501505,41206376.0
2026-02-02,261.87814231501505,266.22009015552453,262.927389594014,264.5737398747693,6327308.0
2026-02-03,264.5737398747693,276.6164319372475,271.7763339160583,274.1963829266529,46903073.0
2026-02-04,274.1963829266529,276.575348233623,275.82620343994915,276.2007758367861,53913068.0
2026-02-05,276.2007758367861,283.04261579697226,275.49872629792,279.2706710474461,53117909.0
2026-02-06,279.2706710474461,271.81314717772443,270.7054734318889,271.25931030480666,14633010.0
2026-02-09,271.25931030480666,273.9996549608355,268.37293093346364,271.1862929471496,55410690.0
2026-02-10,271.1862929471496,267.88384556126846,267.52060110291427,267.70222333209136,63482337.0
2026-02-11,267.70222333209136,267.77509986612614,264.42855243615094,266.10182615113854,42093087.0
2026-02-12,266.10182615113854,277.0676447228321,268.67361284982434,272.8706287863282,32596658.0
2026-02-13,272.8706287863282,271.10778008948563,267.08614197310516,269.0969610312954,33981908.0
2026-02-16,269.0969610312954,266.56340840133356,264.61399149079665,265.5886999460651,71953044.0
2026-02-17,265.5886999460651,259.99335786652483,255.634119566185,257.8137387163549,60315587.0
2026-02-18,257.8137387163549,276.06228150938693,271.2914663105904,273.6768739099887,17148530.0
2026-02-19,273.6768739099887,275.01572176445774,268.4082828943751,271.7120023294164,40620544.0
2026-02-20,271.7120023294164,269.90232351943246,263.93832530787165,266.92032441365205,79170267.0
2026-02-23,266.92032441365205,275.49192653676295,269.94177198134463,272.7168492590538,62974359.0
