,Open,High,Low,Close,Volume
2026-01-05,155.0,155.1841151135206,154.8158848864794,155.0,77640089.0
2026-01-06,155.0,153.73477846002072,153.21514019944306,153.4749593297319,78766434.0
2026-01-07,153.4749593297319,152.5981723849598,151.30779962051008,151.95298600273495,46044887.0
2026-01-08,151.95298600273495,152.92645711527476,151.68818987784502,152.3073234965599,3034780.0
2026-01-09,152.3073234965599,153.53791971879863,153.12540401089282,153.33166186484573,42683254.0
2026-01-12,153.33166186484573,153.7925908267526,153.23953688118326,153.51606385396792,62184379.0
2026-01-13,153.51606385396792,153.64761593281818,152.93382435877825,153.29072014579822,66346562.0
2026-01-14,153.29072014579822,155.3588239683504,154.2508589886349,154.80484147849265,29733052.0
2026-01-15,154.80484147849265,155.47182747126632,154.7927903523113,155.1323089117888,36303477.0
2026-01-16,155.1323089117888,155.51853588205645,155.36246019249663,155.44049803727654,32477458.0
2026-01-19,155.44049803727654,156.83277975617438,156.00865557144067,156.42071766380752,47977520.0
2026-01-20,156.42071766380752,156.54086610223135,155.29026212476015,155.91556411349575,9736085.0
2026-01-21,155.91556411349575,156.1927876055674,155.97736243624814,156.08507502090777,75914224.0
2026-01-22,156.08507502090777,156.8256914534995,155.61691692410372,156.2213041888016,34489400.0
2026-01-23,156.2213041888016,153.7133040608987,153.68000704316282,153.69665555203076,40116218.0
2026-01-26,153.69665555203076,153.65159611018103,152.77524628212612,153.21342119615358,38655436.0
2026-01-27,153.21342119615358,153.07528613515356,151.324291908076,152.19978902161478,47843878.0
2026-01-28,152.19978902161478,152.95486063564917,151.52118949489576,152.23802506527247,45658912.0
2026-01-29,152.23802506527247,153.30847797836364,152.33189733649166,152.82018765742765,25210780.0
2026-01-30,152.82018765742765,152.32570272924931,152.04255042320278,152.18412657622605,32553797.0
2026-02-02,152.18412657622605,150.51367377738896,149.12827333423715,149.82097355581305,56760408.0
2026-02-03,149.82097355581305,152.27054187157165,152.0606508795247,152.16559637554818,50677728.0
2026-02-04,152.16559637554818,152.07013420507133,151.57236571412352,151.82124995959742,45447859.0
2026-02-05,151.82124995959742,152.71812616018283,152.19777189938478,152.4579490297838,49955593.0
2026-02-06,152.4579490297838,151.80973944423627,151.03199451086377,151.42086697755002,67135063.0
2026-02-09,151.42086697755002,151.3812528286123,150.4479804617237,150.914616645168,56827081.0
2026-02-10,150.914616645168,151.60397249732088,150.88070511242975,151.24233880487532,57547432.0
2026-02-11,151.24233880487532,150.9207676687952,150.11862056801388,150.51969411840454,36394700.0
2026-02-12,150.51969411840454,151.28780434601106,150.09386335752953,150.6908338517703,41683458.0
2026-02-13,150.6908338517703,150.88932544451166,149.730010795539,150.30966812002532,7770938.0
2026-02-16,150.30966812002532,150.72835957675352,150.31119140391957,150.51977549033654,58889249.0
2026-02-17,150.51977549033654,150.8907352637702,150.22399233184447,150.55736379780734,30896688.0
