,Open,High,Low,Close,Volume
2026-01-05,28.0,28.07729236292893,27.92270763707107,28.0,63448594.0
2026-01-06,28.0,28.15532157715259,27.93700890246469,28.04616523980864,68400143.0
2026-01-07,28.04616523980864,27.924914330570804,27.70415347104291,27.814533900806858,7168949.0
2026-01-08,27.814533900806858,28.271481787807364,28.08182815032718,28.176654969067272,56302831.0
2026-01-09,28.176654969067272,28.64267240350167,28.41544314050018,28.529057772000925,39526801.0
2026-01-12,28.529057772000925,28.38555205139073,28.341433288394892,28.36349266989281,18772468.0
2026-01-13,28.36349266989281,28.643570155753746,28.4594018754965,28.551486015625123,71579814.0
2026-01-14,28.551486015625123,29.033056781701386,28.97536788594898,29.004212333825183,10789784.0
2026-01-15,29.004212333825183,29.269772531701893,29.13462239277572,29.202197462238807,3043423.0
2026-01-16,29.202197462238807,29.150483869176067,29.11639767475175,29.133440771963908,62573085.0
2026-01-19,29.133440771963908,29.230046908675583,29.14258754138499,29.186317225030287,10315308.0
2026-01-20,29.186317225030287,29.06163422343468,28.992313248905404,29.026973736170042,54849274.0
2026-01-21,29.026973736170042,28.841084691305927,28.606057864574442,28.723571277940184,6609635.0
2026-01-22,28.723571277940184,29.31988892339844,28.79740073069156,29.058644827045,65819058.0
2026-01-23,29.058644827045,28.723014487969735,28.605595885100847,28.66430518653529,21880139.0
2026-01-26,28.66430518653529,28.503932202873408,28.30381799198176,28.403875097427584,65658241.0
2026-01-27,28.403875097427584,28.232840386701824,28.1011890415422,28.16701471412201,11254404.0
2026-01-28,28.16701471412201,28.07377606793316,27.87528855467098,27.97453231130207,30119485.0
2026-01-29,27.97453231130207,28.650938367554556,28.44795125414564,28.549444810850098,42170675.0
2026-01-30,28.549444810850098,28.35797528229202,28.218283095794373,28.288129189043197,38692309.0
2026-02-02,28.288129189043197,28.415820893372587,28.251748955622585,28.333784924497586,6448388.0
2026-02-03,28.333784924497586,28.6851822466616,28.48383164753704,28.58450694709932,16823516.0
2026-02-04,28.58450694709932,28.871469581393264,28.502133771014023,28.686801676203643,35203861.0
2026-02-05,28.686801676203643,29.114241878068935,28.767088144181248,28.94066501112509,30473481.0
2026-02-06,28.94066501112509,28.803585485627956,28.73904215674076,28.771313821184357,3594575.0
2026-02-09,28.771313821184357,28.699968251901247,28.569815880857135,28.63489206637919,41700092.0
2026-02-10,28.63489206637919,28.692189114615392,28.580282740525927,28.63623592757066,70841193.0
2026-02-11,28.63623592757066,28.453200810103663,28.421191073949903,28.437195942026783,23291273.0
2026-02-12,28.437195942026783,28.91557433288728,28.788433058111885,28.852003695499583,59730160.0
2026-02-13,28.852003695499583,28.63337387643243,28.37041316945667,28.50189352294455,65649207.0
2026-02-16,28.50189352294455,28.209549934449267,28.100576461546478,28.155063197997872,2029882.0
2026-02-17,28.155063197997872,27.85212191680487,27.697345749214527,27.774733833009698,38229950.0
2026-02-18,27.774733833009698,28.022764673393972,27.836988422724595,27.929876548059283,11675864.0
2026-02-19,27.929876548059283,28.08294451734859,28.052095137590445,28.067519827469518,14757810.0
2026-02-20,28.067519827469518,28.19204160406187,27.904644947057434,28.048343275559652,70507569.0
2026-02-23,28.048343275559652,28.096282596779293,28.08301847362897,28.089650535204132,50540668.0
2026-02-24,28.089650535204132,27.97390256384009,27.83613821418814,27.905020389014116,41766147.0
2026-02-25,27.905020389014116,27.787940606027767,27.729788373711017,27.758864489869392,42358759.0
2026-02-26,27.758864489869392,27.335644562147902,27.24090186794204,27.28827321504497,25711279.0
2026-02-27,27.28827321504497,27.262077265482063,27.13044108150865,27.196259173495356,52888479.0
2026-03-02,27.196259173495356,27.51128497805402,27.335207435732087,27.423246206893054,61368823.0
2026-03-03,27.423246206893054,27.66684014295824,27.27917300531585,27.473006574137045,44772387.0
2026-03-04,27.473006574137045,27.827007298590576,27.77484116986292,27.80092423422675,7132869.0
2026-03-05,27.80092423422675,28.07147553804812,27.865161716322945,27.968318627185532,10762127.0
2026-03-06,27.968318627185532,28.23414204572832,28.20166145861323,28.217901752170775,43036858.0
2026-03-09,28.217901752170775,27.99753456696299,27.888571684648205,27.943053125805598,50705554.0
2026-03-10,27.943053125805598,28.139484315950934,28.08498617194761,28.11223524394927,9111905.0
2026-03-11,28.11223524394927,28.56868541464812,28.315914208939045,28.442299811793582,63762654.0
2026-03-12,28.442299811793582,28.627957820129645,28.48718483520215,28.557571327665897,15859696.0
2026-03-13,28.557571327665897,28.719557273905806,28.486009510154375,28.60278339203009,54362536.0
2026-03-16,28.60278339203009,28.215255318604086,28.11083950476568,28.163047411684882,3037904.0
2026-03-17,28.163047411684882,28.17525453038621,27.882987035723215,28.02912078305471,7634222.0
2026-03-18,28.02912078305471,27.905840071234394,27.663557120878423,27.78469859605641,63930813.0
2026-03-19,27.78469859605641,27.762842277868746,27.341239210381975,27.55204074412536,79080924.0
2026-03-20,27.55204074412536,27.848688212967826,27.577057957265783,27.712873085116804,33326650.0
2026-03-23,27.712873085116804,27.812745535941865,27.70441737230672,27.758581454124293,17176259.0
2026-03-24,27.758581454124293,28.026112530592354,27.906753713904617,27.966433122248485,50927001.0
2026-03-25,27.966433122248485,27.95016286203771,27.83974964577907,27.89495625390839,77770215.0
2026-03-26,27.89495625390839,27.81806431303058,27.74075981701662,27.7794120650236,75876278.0
2026-03-27,27.7794120650236,27.8740352748103,27.800900808912655,27.837468041861477,15315702.0
2026-03-30,27.837468041861477,27.935205603618858,27.89863441564818,27.916920009633518,58232827.0
2026-03-31,27.916920009633518,27.9312781596607,27.672944560091892,27.802111359876296,16932920.0
2026-04-01,27.802111359876296,27.747749492710646,27.547269899375976,27.64750969604331,31644421.0
2026-04-02,27.64750969604331,27.681213750560666,27.325429264169564,27.503321507365115,60585728.0
2026-04-03,27.503321507365115,27.270693899248908,27.18552206413049,27.2281079816897,76122247.0
2026-04-06,27.2281079816897,27.251382513066186,27.09035527877705,27.17086889592162,47230048.0
2026-04-07,27.17086889592162,27.50766953096663,27.495387205912486,27.50152836843956,52528818.0
2026-04-08,27.50152836843956,27.629972289307922,27.600280557251544,27.615126423279733,41168490.0
2026-04-09,27.615126423279733,28.03433300867946,27.937576624682677,27.98595481668107,40977876.0
2026-04-10,27.98595481668107,27.956905414432036,27.802898625829265,27.87990202013065,6374296.0
2026-04-13,27.87990202013065,27.798663635190895,27.619583169144857,27.709123402167876,31154998.0
2026-04-14,27.709123402167876,27.836552704562536,27.809765094856957,27.823158899709746,59831103.0
2026-04-15,27.823158899709746,28.098356180781654,27.896141078674955,27.997248629728304,9782634.0
2026-04-16,27.997248629728304,28.3697413003159,27.847741596122667,28.108741448219284,29874386.0
2026-04-17,28.108741448219284,28.56212437564797,28.373262813581874,28.46769359461492,23767260.0
2026-04-20,28.46769359461492,28.18976266938003,28.09940370979953,28.14458318958978,34469815.0
2026-04-21,28.14458318958978,28.613928688964677,28.496799702338848,28.555364195651762,75933328.0
2026-04-22,28.555364195651762,28.77122443499106,28.633787660465426,28.702506047728242,78483451.0
2026-04-23,28.702506047728242,28.838281093509753,28.55747279012291,28.697876941816332,45735877.0
2026-04-24,28.697876941816332,28.73067668069373,28.65877488979533,28.69472578524453,35056049.0
2026-04-27,28.69472578524453,28.522963811787783,28.20514970373334,28.36405675776056,53472089.0
2026-04-28,28.36405675776056,28.19780345903638,28.113207692658527,28.155505575847453,14012272.0
2026-04-29,28.155505575847453,28.00338795492236,27.831429001291433,27.917408478106896,32010229.0
2026-04-30,27.917408478106896,28.27230066978167,28.235253264368154,28.253776967074913,19971663.0
2026-05-01,28.253776967074913,28.488871400923458,28.32013403505409,28.404502717988773,35221319.0
2026-05-04,28.404502717988773,28.282731963951544,28.17905125945474,28.230891611703143,37788700.0
2026-05-05,28.230891611703143,28.482536393846516,28.415952877166646,28.44924463550658,8442399.0
2026-05-06,28.44924463550658,28.662056534021026,28.505566474023446,28.583811504022236,65134935.0
2026-05-07,28.583811504022236,28.368199843434947,28.239668175691886,28.303934009563417,21380303.0
2026-05-08,28.303934009563417,28.461100764855967,28.33563849079623,28.3983696278261,16569226.0
2026-05-11,28.3983696278261,28.557669980413774,28.26783768135179,28.41275383088278,18274309.0
2026-05-12,28.41275383088278,28.6348958536647,28.618092445842617,28.626494149753658,14206970.0
2026-05-13,28.626494149753658,28.625705811338243,28.517941440982845,28.571823626160544,6961826.0
2026-05-14,28.571823626160544,28.60075589552733,28.49459542211226,28.547675658819795,75745572.0
2026-05-15,28.547675658819795,28.49411254751096,28.240546365157364,28.36732945633416,11672204.0
2026-05-18,28.36732945633416,28.43663082488616,28.275583757131002,28.35610729100858,35604324.0
2026-05-19,28.35610729100858,28.311538559620193,28.232092497284942,28.271815528452567,23849453.0
2026-05-20,28.271815528452567,28.65070899568111,28.21314090992652,28.431924952803815,10734143.0
2026-05-21,28.431924952803815,28.525934149282428,28.481210873498085,28.503572511390256,42125952.0
2026-05-22,28.503572511390256,28.36602390164511,28.18287782645901,28.27445086405206,8060297.0
