,Open,High,Low,Close,Volume
2026-01-05,480.0,481.00277756412424,478.99722243587576,480.0,78826001.0
2026-01-06,480.0,485.75962819391697,480.78114499719453,483.27038659555575,42773140.0
2026-01-07,483.27038659555575,483.36128176315896,481.9082590239249,482.63477039354194,42787306.0
2026-01-08,482.63477039354194,488.7015140360254,483.47302489291917,486.0872694644723,50985459.0
2026-01-09,486.0872694644723,498.10807505541,495.19566882301973,496.65187193921486,62502670.0
2026-01-12,496.65187193921486,493.8418878350605,493.33686173563166,493.5893747853461,22103470.0
2026-01-13,493.5893747853461,493.1172298810673,487.19571506117137,490.15647247111934,54761013.0
2026-01-14,490.15647247111934,496.47397376113776,496.4108876546656,496.4424307079017,51466069.0
2026-01-15,496.4424307079017,507.5291116282855,507.1972271995197,507.3631694139026,68621625.0
2026-01-16,507.3631694139026,509.0320661554807,505.22038469714596,507.12622542631334,37941549.0
2026-01-19,507.12622542631334,514.5139510636852,509.3266972408033,511.92032415224423,51116725.0
2026-01-20,511.92032415224423,508.24792303811506,506.0110199690127,507.1294715035639,19797792.0
2026-01-21,507.1294715035639,508.48908099036146,505.87273136902365,507.18090617969256,13955962.0
2026-01-22,507.18090617969256,510.31481487764995,507.81530761092415,509.06506124428705,48363306.0
2026-01-23,509.06506124428705,501.6484914061163,498.1431408805242,499.89581614332025,17189686.0
2026-01-26,499.89581614332025,489.4166040493222,487.78807576594494,488.60233990763356,21274753.0
2026-01-27,488.60233990763356,490.0238988053696,483.6804530023865,486.85217590387805,49545509.0
2026-01-28,486.85217590387805,481.36274806369363,480.85519854026563,481.10897330197963,78025590.0
2026-01-29,481.10897330197963,483.3932101963591,479.6191164614252,481.50616332889217,30236786.0
2026-01-30,481.50616332889217,479.8445738389682,479.18294178357,479.5137578112691,78704877.0
2026-02-02,479.5137578112691,470.4052045548676,467.20488993542983,468.8050472451487,13598203.0
2026-02-03,468.8050472451487,479.2814263629499,478.2849218120748,478.78317408751235,15536066.0
2026-02-04,478.78317408751235,482.1411017138481,478.3918812016291,480.2664914577386,4786278.0
2026-02-05,480.2664914577386,479.60565593341914,478.48961987114205,479.0476379022806,70976291.0
2026-02-06,479.0476379022806,472.31347282417806,468.0736426965968,470.1935577603874,48450800.0
2026-02-09,470.1935577603874,471.7006718582124,463.46856098456243,467.5846164213874,78787500.0
2026-02-10,467.5846164213874,469.9474502721693,469.46149843855034,469.7044743553598,33085071.0
2026-02-11,469.7044743553598,464.51898673474665,463.82038567517446,464.16968620496056,31978785.0
2026-02-12,464.16968620496056,469.6341162812644,466.4437895287236,468.038952904994,35870528.0
2026-02-13,468.038952904994,473.19723545267254,467.6436449184679,470.4204401855702,29821433.0
2026-02-16,470.4204401855702,469.5583352152791,467.1589481913151,468.3586417032971,74280807.0
2026-02-17,468.3586417032971,461.86211120600194,461.2269772755361,461.544544240769,12490282.0
2026-02-18,461.544544240769,475.17012616712015,472.99562685844995,474.08287651278505,62197367.0
2026-02-19,474.08287651278505,479.680730735894,479.06473461489367,479.3727326753938,12604336.0
2026-02-20,479.3727326753938,478.3062766677345,473.05495128523586,475.6806139764852,55973712.0
2026-02-23,475.6806139764852,479.5658432264946,476.183961109754,477.8749021681243,13389611.0
2026-02-24,477.8749021681243,473.39642698232035,470.5192295694187,471.95782827586953,8453001.0
2026-02-25,471.95782827586953,470.93322021162106,470.77876081896267,470.85599051529186,9940012.0
2026-02-26,470.85599051529186,464.3973854250955,462.12886487016493,463.2631251476302,6736033.0
2026-02-27,463.2631251476302,454.52964463350685,453.1041560009049,453.81690031720586,29293692.0
2026-03-02,453.81690031720586,456.5526936294623,453.053000218486,454.80284692397413,79132511.0
2026-03-03,454.80284692397413,457.17549463742625,456.21140481483576,456.693449726131,26124082.0
2026-03-04,456.693449726131,459.77534466048525,457.5565402531552,458.66594245682023,35022709.0
2026-03-05,458.66594245682023,457.9292736200285,457.8900077943345,457.9096407071815,41058921.0
2026-03-06,457.9096407071815,458.01897657711805,457.2366798387357,457.6278282079269,2018179.0
2026-03-09,457.6278282079269,451.8519737986846,450.25450659462985,451.0532401966572,29366129.0
2026-03-10,451.0532401966572,447.6760551735324,443.82336082846405,445.7497080009982,68731430.0
2026-03-11,445.7497080009982,445.87679738246226,445.7809460810875,445.8288717317749,3523155.0
2026-03-12,445.8288717317749,452.3435311689356,451.0526106471894,451.6980709080625,64399768.0
2026-03-13,451.6980709080625,451.7001351924149,451.5922938495969,451.6462145210059,37297606.0
2026-03-16,451.6462145210059,451.5797721281355,447.1811832271862,449.38047767766085,47349049.0
2026-03-17,449.38047767766085,454.24261814538704,451.71495927586045,452.97878871062375,55799406.0
2026-03-18,452.97878871062375,451.4478696979812,451.42344031054415,451.4356550042627,58364672.0
2026-03-19,451.4356550042627,452.81207691488663,452.10445417099896,452.4582655429428,77805105.0
2026-03-20,452.4582655429428,461.56772674942664,460.6021974670178,461.0849621082222,41563471.0
2026-03-23,461.0849621082222,467.4233428986906,466.1063224495543,466.76483267412243,52475140.0
2026-03-24,466.76483267412243,476.2968815553096,470.334988985673,473.3159352704913,34429394.0
2026-03-25,473.3159352704913,467.62427152904604,466.6396033236284,467.13193742633723,74815877.0
2026-03-26,467.13193742633723,468.36995473993994,463.52235115166826,465.9461529458041,69334512.0
2026-03-27,465.9461529458041,470.006052858484,465.83168191898477,467.9188673887344,18370790.0
2026-03-30,467.9188673887344,474.3797767813886,474.18106579497555,474.2804212881821,25132582.0
2026-03-31,474.2804212881821,473.79324625903234,473.16186953127794,473.47755789515514,49503983.0
2026-04-01,473.47755789515514,476.2831326948237,473.35453962700075,474.8188361609122,58574518.0
2026-04-02,474.8188361609122,471.1849038303556,469.8057544618162,470.4953291460859,11933326.0
2026-04-03,470.4953291460859,463.78348959264713,460.0978059974219,461.9406477950345,19174564.0
2026-04-06,461.9406477950345,464.52896351625793,464.2974140393005,464.4131887777792,75789617.0
2026-04-07,464.4131887777792,471.29837838009513,470.2038527394706,470.7511155597829,41284340.0
2026-04-08,470.7511155597829,473.27376337626964,467.5767940146665,470.4252786954681,20835807.0
2026-04-09,470.4252786954681,480.44254789438094,478.1883728212257,479.3154603578033,22777582.0
2026-04-10,479.3154603578033,479.1815645278192,478.58219285762846,478.88187869272383,35580728.0
2026-04-13,478.88187869272383,475.52155478008626,475.1461695184647,475.3338621492755,17877778.0
2026-04-14,475.3338621492755,483.0542040990359,478.21380982349876,480.63400696126735,67481221.0
2026-04-15,480.63400696126735,490.73391180719983,486.97301765364983,488.85346473042483,75900330.0
2026-04-16,488.85346473042483,490.93875069318244,490.6053216119484,490.7720361525654,59568092.0
2026-04-17,490.7720361525654,499.8267069842926,499.7040731672024,499.7653900757475,18876290.0
2026-04-20,499.7653900757475,487.7282397104694,486.4198991492156,487.0740694298425,2523136.0
2026-04-21,487.0740694298425,492.99381899775426,490.42026690113335,491.7070429494438,4778550.0
2026-04-22,491.7070429494438,495.6305282181674,494.1402461983203,494.88538720824386,29823886.0
2026-04-23,494.88538720824386,490.38699207540094,489.1882683222145,489.78763019880773,57872558.0
2026-04-24,489.78763019880773,491.5716976868633,488.64379624775387,490.1077469673086,20794580.0
2026-04-27,490.1077469673086,482.0470182823129,480.1743606663569,481.1106894743349,28395334.0
2026-04-28,481.1106894743349,484.65688103993176,479.78565142505846,482.2212662324951,25449808.0
2026-04-29,482.2212662324951,490.25353933978397,487.88652708102495,489.07003321040446,25232550.0
2026-04-30,489.07003321040446,498.35429274106207,495.34020516243606,496.84724895174907,25741691.0
2026-05-01,496.84724895174907,499.8763397741173,498.1761616727642,499.02625072344074,3031810.0
2026-05-04,499.02625072344074,496.2015443166541,490.984336485257,493.59294040095557,13997945.0
2026-05-05,493.59294040095557,497.85718631228264,492.9909737785876,495.4240800454351,46828060.0
2026-05-06,495.4240800454351,506.9845254691561,500.2752748414716,503.62990015531386,49999921.0
2026-05-07,503.62990015531386,506.22299593856604,501.1847860094528,503.7038909740094,42297917.0
2026-05-08,503.7038909740094,503.04586972858715,501.94932278532303,502.4975962569551,67376411.0
2026-05-11,502.4975962569551,507.9478076003482,504.1772186395123,506.06251311993026,8999993.0
2026-05-12,506.06251311993026,511.01024491973243,507.53013759798415,509.2701912588583,5143197.0
2026-05-13,509.2701912588583,517.7110321068792,512.2126130667571,514.9618225868181,52293414.0
2026-05-14,514.9618225868181,511.1464240276002,510.795767010373,510.9710955189866,64508194.0
2026-05-15,510.9710955189866,516.5915632658422,511.3480403769694,513.9698018214058,45246833.0
2026-05-18,513.9698018214058,512.5689261219347,512.1063107830487,512.3376184524917,34284142.0
2026-05-19,512.3376184524917,507.86187117313574,506.8746015654121,507.3682363692739,36147379.0
2026-05-20,507.3682363692739,511.48914420187333,506.9969768081034,509.24306050498836,59151550.0
2026-05-21,509.24306050498836,517.0971531552007,515.7775342327302,516.4373436939654,15707555.0
2026-05-22,516.4373436939654,518.6838600349989,512.0366019527643,515.3602309938816,19413788.0
