,Open,High,Low,Close,Volume
2026-01-05,540.0,540.201635871367,539.798364128633,540.0,39282093.0
2026-01-06,540.0,544.1048382388996,543.9574724949326,544.0311553669161,79173845.0
2026-01-07,544.0311553669161,542.6072908105782,539.1903392481227,540.8988150293504,3279372.0
2026-01-08,540.8988150293504,545.6895367427112,543.384690315168,544.5371135289396,74875898.0
2026-01-09,544.5371135289396,553.6557425141316,547.1059260711061,550.3808342926188,77945874.0
2026-01-12,550.3808342926188,561.9407285318865,559.8429280574502,560.8918282946684,60434940.0
2026-01-13,560.8918282946684,562.273591342031,559.9194326277378,561.0965119848844,4449851.0
2026-01-14,561.0965119848844,573.9479585771921,569.6381845106057,571.7930715438989,75616416.0
2026-01-15,571.7930715438989,580.1509922349587,576.7859909643194,578.468491599639,44224873.0
2026-01-16,578.468491599639,572.8793308403904,572.781658793502,572.8304948169462,37996979.0
2026-01-19,572.8304948169462,573.414679530111,565.0915957658083,569.2531376479596,70345832.0
2026-01-20,569.2531376479596,569.6893928030888,568.7816261973894,569.2355095002391,5078882.0
2026-01-21,569.2355095002391,573.8058288001181,572.6115647812541,573.2086967906861,53852741.0
2026-01-22,573.2086967906861,576.1796654983744,575.5315162665578,575.8555908824661,37542454.0
2026-01-23,575.8555908824661,570.7080454286058,569.3760004860569,570.0420229573314,65696235.0
2026-01-26,570.0420229573314,566.2642585166379,560.7851342897397,563.5246964031888,59868029.0
2026-01-27,563.5246964031888,560.7504414818029,553.3818509012831,557.066146191543,30218511.0
2026-01-28,557.066146191543,551.3905372836363,549.6830895870634,550.5368134353498,72302660.0
2026-01-29,550.5368134353498,550.0321131184238,542.0678185746198,546.0499658465218,77591080.0
2026-01-30,546.0499658465218,539.4792226069164,539.4527433457142,539.4659829763153,63377257.0
2026-02-02,539.4659829763153,534.3465945602649,532.520332223491,533.4334633918779,13668300.0
2026-02-03,533.4334633918779,544.2883709100676,539.2910633419705,541.789717126019,27134254.0
2026-02-04,541.789717126019,541.1706412322286,538.7745249804224,539.9725831063255,28757444.0
2026-02-05,539.9725831063255,545.5347937887041,537.9870714015581,541.7609325951311,58870756.0
2026-02-06,541.7609325951311,539.5682783267796,536.6749208115382,538.1215995691589,5049307.0
2026-02-09,538.1215995691589,539.7380479744338,537.8142648563271,538.7761564153805,48465821.0
2026-02-10,538.7761564153805,536.3603128665876,535.4236596952697,535.8919862809287,29729937.0
2026-02-11,535.8919862809287,538.7910315410404,534.4431984133901,536.6171149772152,31859883.0
2026-02-12,536.6171149772152,533.4843640775043,532.9956402048081,533.2400021411562,4801818.0
2026-02-13,533.2400021411562,532.6078956331285,527.818105501236,530.2130005671822,20640248.0
2026-02-16,530.2130005671822,531.8044953673278,527.7445200215205,529.7745076944242,40499046.0
2026-02-17,529.7745076944242,533.4528234674406,528.9300038933891,531.1914136804148,43424699.0
2026-02-18,531.1914136804148,547.1284129892579,539.0062311804463,543.0673220848521,55421457.0
2026-02-19,543.0673220848521,547.7895245633044,545.2715479725191,546.5305362679118,49967799.0
2026-02-20,546.5305362679118,550.2851145532193,547.5959556435228,548.940535098371,70487012.0
2026-02-23,548.940535098371,551.6769430904718,546.6988557315073,549.1878994109895,17005563.0
2026-02-24,549.1878994109895,550.214444983244,550.1731842177933,550.1938146005186,15045088.0
2026-02-25,550.1938146005186,555.9239148133553,554.9297555915081,555.4268352024317,35793258.0
2026-02-26,555.4268352024317,541.8438151430661,538.786563256158,540.3151891996121,20494570.0
2026-02-27,540.3151891996121,539.9003674697624,531.4669344327549,535.6836509512586,27916606.0
2026-03-02,535.6836509512586,540.536714035641,537.8228596737703,539.1797868547056,47844447.0
2026-03-03,539.1797868547056,543.9716211993997,536.6609772059511,540.3162992026754,69590673.0
2026-03-04,540.3162992026754,539.2154979926415,535.653433552578,537.4344657726098,28400656.0
2026-03-05,537.4344657726098,546.5580820992286,544.6145157185804,545.5862989089045,43816801.0
2026-03-06,545.5862989089045,546.7261125972085,544.4779664374042,545.6020395173064,26061606.0
2026-03-09,545.6020395173064,542.1217742996632,541.4161281502354,541.7689512249493,39921641.0
2026-03-10,541.7689512249493,537.8194485414252,532.3696920698238,535.0945703056245,62726516.0
2026-03-11,535.0945703056245,532.6925796572981,531.1279211288999,531.910250393099,49204322.0
2026-03-12,531.910250393099,533.0344428915931,532.3008054681567,532.6676241798749,57748445.0
2026-03-13,532.6676241798749,540.5426237555333,536.2703047956805,538.4064642756069,30324386.0
2026-03-16,538.4064642756069,538.8278480662873,531.2557085262665,535.0417782962769,76655555.0
2026-03-17,535.0417782962769,536.0264650746524,533.1642927860648,534.5953789303586,7611544.0
2026-03-18,534.5953789303586,539.0951673750886,532.9057755856389,536.0004714803638,57701663.0
2026-03-19,536.0004714803638,533.8012945959872,533.0478111286443,533.4245528623157,4251347.0
2026-03-20,533.4245528623157,540.4348429769249,533.3920458526749,536.9134444147999,32991473.0
2026-03-23,536.9134444147999,544.360663225234,539.2557308192168,541.8081970222254,6792030.0
2026-03-24,541.8081970222254,547.5281839902699,546.7375496083622,547.132866799316,21397109.0
2026-03-25,547.132866799316,548.3659266270282,543.7285384155651,546.0472325212967,8702245.0
2026-03-26,546.0472325212967,551.1832295084456,543.2365444788805,547.2098869936631,10745662.0
2026-03-27,547.2098869936631,554.0291872364996,553.4534572012094,553.7413222188545,26173742.0
2026-03-30,553.7413222188545,562.8336144469795,557.5475334529922,560.1905739499858,53321572.0
