,Open,High,Low,Close,Volume
2026-01-05,415.0,419.5133554284287,410.4866445715713,415.0,59821848.0
2026-01-06,415.0,425.4085051384501,419.4668630783789,422.4376841084145,51875088.0
2026-01-07,422.4376841084145,428.5151458336389,423.15511049493176,425.8351281642853,72790126.0
2026-01-08,425.8351281642853,439.70492119180057,433.254375384187,436.47964828799377,40187510.0
2026-01-09,436.47964828799377,441.2656942046855,440.289128909379,440.7774115570322,4609089.0
2026-01-12,440.7774115570322,444.75460402344345,442.4937042681688,443.62415414580613,54840397.0
2026-01-13,443.62415414580613,444.6838817260351,443.4633511569357,444.0736164414854,19691444.0
2026-01-14,444.0736164414854,465.2865140131706,453.2130480550757,459.24978103412315,2953959.0
2026-01-15,459.24978103412315,462.58476647557677,458.19448623360654,460.38962635459166,46132455.0
2026-01-16,460.38962635459166,456.414018735155,455.9124050702339,456.16321190269446,51818662.0
2026-01-19,456.16321190269446,458.9689423488687,455.2219038310118,457.09542308994025,12016389.0
2026-01-20,457.09542308994025,451.5175367755073,445.21804804314945,448.3677924093284,13630982.0
2026-01-21,448.3677924093284,445.765774750969,444.96791623218286,445.36684549157593,52676914.0
2026-01-22,445.36684549157593,445.9600150740299,442.99407532394537,444.47704519898764,28704425.0
2026-01-23,444.47704519898764,440.7376287316849,435.16042947816226,437.94902910492357,63298111.0
2026-01-26,437.94902910492357,434.18980493046183,431.6543460436185,432.92207548704016,47014515.0
2026-01-27,432.92207548704016,439.9640423624915,435.7228801298309,437.8434612461612,56869006.0
2026-01-28,437.8434612461612,441.0822678847371,434.46634204519376,437.77430496496544,17586926.0
2026-01-29,437.77430496496544,439.54862725338694,436.09138150239835,437.82000437789264,11496563.0
2026-01-30,437.82000437789264,431.85868056465745,431.82741679723006,431.84304868094375,47745050.0
2026-02-02,431.84304868094375,431.5319786086421,425.72855317830346,428.63026589347277,33556003.0
2026-02-03,428.63026589347277,430.8931502802626,430.5897596371258,430.7414549586942,12321336.0
2026-02-04,430.7414549586942,438.53256046136994,435.15513660773297,436.84384853455146,79859104.0
2026-02-05,436.84384853455146,444.94905619209476,438.9763057542185,441.96268097315664,11803005.0
2026-02-06,441.96268097315664,436.3737596911336,434.2604878655294,435.3171237783315,75205955.0
2026-02-09,435.3171237783315,430.10133634866617,426.03389856411985,428.067617456393,33738453.0
2026-02-10,428.067617456393,434.22637071830786,433.4799801649482,433.853175441628,55509641.0
2026-02-11,433.853175441628,431.3290454020796,427.89541226321467,429.61222883264713,9583354.0
2026-02-12,429.61222883264713,438.8000944207726,433.3776092655135,436.08885184314306,21908425.0
2026-02-13,436.08885184314306,430.81992269213237,427.188027277225,429.0039749846787,41367797.0
2026-02-16,429.0039749846787,430.31635667250686,422.8288057594521,426.5725812159795,39612325.0
2026-02-17,426.5725812159795,427.6996072140552,422.21529033298935,424.9574487735223,24468492.0
2026-02-18,424.9574487735223,434.32499464933886,432.1173775516025,433.2211861004707,74506526.0
2026-02-19,433.2211861004707,433.6607994512481,431.1093817777848,432.38509061451646,18413486.0
2026-02-20,432.38509061451646,431.97904908566943,430.0688446626675,431.0239468741685,13606243.0
2026-02-23,431.0239468741685,432.5939311469435,430.2709286265345,431.432429886739,12688727.0
2026-02-24,431.432429886739,428.5393408333415,425.1513034928928,426.84532216311715,45842483.0
2026-02-25,426.84532216311715,428.91637955292157,428.7261077432385,428.82124364808004,11828366.0
2026-02-26,428.82124364808004,425.1833482983979,421.92487596136806,423.554112129883,70914332.0
2026-02-27,423.554112129883,421.9893442238315,420.92877985569487,421.4590620397632,38982407.0
2026-03-02,421.4590620397632,419.3315586769784,419.13455588863803,419.2330572828082,77623580.0
2026-03-03,419.2330572828082,418.23488193357764,417.2978755052443,417.76637871941097,47103150.0
2026-03-04,417.76637871941097,425.1751202609389,421.61621699051295,423.39566862572593,13618627.0
2026-03-05,423.39566862572593,425.91879359763726,423.65705322558443,424.78792341161085,17043403.0
2026-03-06,424.78792341161085,423.329108596999,420.3669314886793,421.84802004283915,7525633.0
2026-03-09,421.84802004283915,422.9398465080215,420.9755591617887,421.9577028349051,54411802.0
2026-03-10,421.9577028349051,422.18240580024434,418.3490388385158,420.2657223193801,71353566.0
2026-03-11,420.2657223193801,423.31009615174554,422.9205762960742,423.1153362239099,22154994.0
2026-03-12,423.1153362239099,429.7213179896385,426.77484249423543,428.248080241937,29695858.0
2026-03-13,428.248080241937,440.67339031393067,434.1270154830079,437.4002028984693,14920739.0
2026-03-16,437.4002028984693,438.130264885601,435.99954232964257,437.0649036076218,51282339.0
2026-03-17,437.0649036076218,439.5798505211055,436.98145003262687,438.2806502768662,9726890.0
2026-03-18,438.2806502768662,441.9583508696055,439.7208158594567,440.8395833645311,24674714.0
2026-03-19,440.8395833645311,442.57888087125383,439.5858506057062,441.08236573848,10357956.0
2026-03-20,441.08236573848,452.7126149018648,445.63498378964226,449.17379934575354,63413011.0
2026-03-23,449.17379934575354,454.0237220479392,447.64150739215455,450.8326147200469,11451337.0
2026-03-24,450.8326147200469,458.0896856249898,457.9011262091726,457.9954059170812,38940933.0
2026-03-25,457.9954059170812,459.55931184733913,458.5408408579867,459.0500763526629,76504214.0
2026-03-26,459.0500763526629,454.0000949381679,450.45392453801674,452.2270097380923,30688729.0
2026-03-27,452.2270097380923,451.4429521944081,448.9387875996075,450.1908698970078,44019117.0
2026-03-30,450.1908698970078,451.07486788717523,444.55941400685407,447.81714094701465,26062169.0
2026-03-31,447.81714094701465,445.7927531264404,445.5336290326154,445.6631910795279,62628583.0
2026-04-01,445.6631910795279,450.57080657612414,445.8219501662297,448.19637837117693,27291709.0
2026-04-02,448.19637837117693,450.96592297335087,448.40982497949744,449.68787397642416,32256337.0
2026-04-03,449.68787397642416,445.8603135299989,445.6744452615599,445.7673793957794,78039128.0
2026-04-06,445.7673793957794,457.4088268490315,454.03481787566767,455.7218223623496,27836512.0
2026-04-07,455.7218223623496,458.04107049970986,456.5330815384272,457.28707601906854,79782638.0
2026-04-08,457.28707601906854,453.65068403143846,449.70462611891344,451.67765507517595,33549031.0
2026-04-09,451.67765507517595,457.61860943157325,455.35639638030415,456.4875029059387,38346859.0
2026-04-10,456.4875029059387,461.84326322967974,458.5661957190576,460.20472947436866,13309411.0
2026-04-13,460.20472947436866,460.3561070932374,455.92609563749085,458.14110136536414,55689327.0
2026-04-14,458.14110136536414,454.0791868860857,452.0016226332084,453.04040475964706,41302467.0
2026-04-15,453.04040475964706,462.8414629854363,457.18852259879515,460.0149927921157,39944452.0
2026-04-16,460.0149927921157,460.80048254421473,451.1082217555383,455.9543521498765,71790583.0
2026-04-17,455.9543521498765,467.42554987749804,464.3006196389945,465.86308475824626,61220571.0
2026-04-20,465.86308475824626,457.9363646224897,455.6734447121943,456.804904667342,57684473.0
2026-04-21,456.804904667342,458.09335685417426,457.29713845247255,457.6952476533234,29580296.0
2026-04-22,457.6952476533234,457.73548151030155,456.28007698300377,457.00777924665266,78796917.0
2026-04-23,457.00777924665266,453.92881792654634,451.5603616449712,452.74458978575876,65655986.0
2026-04-24,452.74458978575876,453.86307410510256,453.5235225224295,453.69329831376604,77996188.0
2026-04-27,453.69329831376604,449.86752093338873,449.25705111695584,449.5622860251723,47084109.0
2026-04-28,449.5622860251723,448.243505118786,443.6641862542154,445.9538456865007,21053322.0
2026-04-29,445.9538456865007,450.49023846422256,449.4925572996282,449.99139788192537,59292182.0
2026-04-30,449.99139788192537,455.7430476931839,454.4191788910096,455.08111329209675,75684580.0
